作品ID	作品名	姓	名	文字遣い種別	分類番号	テキストファイルURL	順位スコア
055153	小島の春	下村	海南	新字新仮名	NDC 914 915	https://www.aozora.gr.jp/cards/001696/files/55153_txt_55265.zip	352
055154	小島の春	高野	六郎	新字新仮名	NDC 914 915	https://www.aozora.gr.jp/cards/001697/files/55154_ruby_55261.zip	148
055155	小島の春	光田	健輔	新字新仮名	NDC 914 915	https://www.aozora.gr.jp/cards/001698/files/55155_txt_55498.zip	0
055156	お母さん達	新美	南吉	旧字旧仮名	NDC K913	https://www.aozora.gr.jp/cards/000121/files/55156_ruby_47833.zip	111
055158	母と子	正宗	白鳥	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001581/files/55158_ruby_55258.zip	317
055163	墓場	西尾	正	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001143/files/55163_ruby_48046.zip	0
055171	池袋の店	山之口	貘	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001693/files/55171_ruby_52008.zip	24
055175	詩とはなにか	山之口	貘	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001693/files/55175_ruby_51972.zip	164
055178	つまり詩は亡びる	山之口	貘	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001693/files/55178_txt_52711.zip	22
055179	夏向きの一夜	山之口	貘	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001693/files/55179_txt_52712.zip	45
055180	野宿	山之口	貘	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001693/files/55180_ruby_52720.zip	81
055183	ダルマ船日記	山之口	貘	新字新仮名	NDC 915	https://www.aozora.gr.jp/cards/001693/files/55183_ruby_52002.zip	172
055191	花より団子	正宗	白鳥	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001581/files/55191_txt_49731.zip	413
055195	不可能	上田	敏	旧字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001705/files/55195_ruby_48812.zip	0
055196	母	上田	敏	旧字旧仮名	NDC 971	https://www.aozora.gr.jp/cards/001706/files/55196_ruby_48815.zip	0
055197	椰子の樹	上田	敏	旧字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001707/files/55197_ruby_48804.zip	0
055198	カンタタ	上田	敏	旧字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001707/files/55198_ruby_48813.zip	0
055239	川端茅舎句集	川端	茅舎	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000369/files/55239_ruby_65169.zip	275
055240	不器男句集	芝	不器男	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000594/files/55240_ruby_66943.zip	202
055242	天の狼	富沢	赤黄男	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001715/files/55242_ruby_59438.zip	318
055243	「黒瞳」より	アラルコン	ペドロ・アントニオ	旧字旧仮名	NDC 961	https://www.aozora.gr.jp/cards/001716/files/55243_ruby_48803.zip	0
055253	今日	西東	三鬼	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001668/files/55253_ruby_64284.zip	310
055258	普羅句集	前田	普羅	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001719/files/55258_ruby_64312.zip	43
055259	松本たかし句集	松本	たかし	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001720/files/55259_ruby_66667.zip	319
055276	比較神話学	高木	敏雄	新字新仮名	NDC 164	https://www.aozora.gr.jp/cards/001191/files/55276_ruby_59506.zip	535
055279	人馬のにひ妻	ダンセイニ	ロード	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/001722/files/55279_ruby_65179.zip	554
055288	唯物論とファッシズム	戸坂	潤	新字新仮名	NDC 111	https://www.aozora.gr.jp/cards/000281/files/55288_txt_48246.zip	74
055290	日本文化の特殊性	戸坂	潤	新字新仮名	NDC 361	https://www.aozora.gr.jp/cards/000281/files/55290_txt_48234.zip	55
055292	獄中通信	戸坂	潤	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/000281/files/55292_ruby_48228.zip	48
055300	白紙	立原	道造	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000011/files/55300_ruby_70429.zip	491
055301	夜に就て	立原	道造	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000011/files/55301_txt_68465.zip	208
055306	復讐	徳田	秋声	新字旧仮名		https://www.aozora.gr.jp/cards/000023/files/55306_ruby_76491.zip	667
055307	ジェミイの冐険	片山	広子	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001346/files/55307_ruby_64038.zip	424
055317	鮪に鰯	山之口	貘	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001693/files/55317_ruby_71624.zip	386
055325	余震の一夜	徳田	秋声	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000023/files/55325_ruby_70119.zip	392
055326	籠の小鳥	徳田	秋声	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000023/files/55326_ruby_66902.zip	350
055342	名曲決定盤	野村	あらえびす	新字新仮名	NDC 760	https://www.aozora.gr.jp/cards/001670/files/55342_ruby_75272.zip	715
055344	ダンセニーの脚本及短篇	片山	広子	新字新仮名	NDC 930	https://www.aozora.gr.jp/cards/001346/files/55344_ruby_58891.zip	20
055361	二人の病人	徳田	秋声	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000023/files/55361_ruby_74585.zip	436
055366	閾	徳田	秋声	新字旧仮名		https://www.aozora.gr.jp/cards/000023/files/55366_ruby_76738.zip	388
055367	倒れた花瓶	徳田	秋声	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000023/files/55367_ruby_74887.zip	419
055368	彼女の周囲	徳田	秋声	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000023/files/55368_ruby_74886.zip	421
055380	水ぎわの家	徳田	秋声	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000023/files/55380_ruby_66903.zip	400
055383	女流作家	徳田	秋声	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000023/files/55383_ruby_74384.zip	410
055385	老苦	徳田	秋声	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000023/files/55385_ruby_66495.zip	424
055395	青い風	徳田	秋声	新字旧仮名		https://www.aozora.gr.jp/cards/000023/files/55395_ruby_76737.zip	405
055396	草いきれ	徳田	秋声	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000023/files/55396_ruby_72593.zip	360
055402	歯痛	徳田	秋声	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000023/files/55402_ruby_72085.zip	417
055404	微笑の渦	徳田	秋声	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000023/files/55404_ruby_72592.zip	374
055414	夢の国	片山	広子	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001346/files/55414_ruby_59531.zip	447
055415	安達ヶ原の鬼婆々（余白録）	喜田	貞吉	旧字旧仮名	NDC 388	https://www.aozora.gr.jp/cards/001344/files/55415_txt_68424.zip	377
055416	〔喜田申す〕	喜田	貞吉	旧字旧仮名	NDC 388	https://www.aozora.gr.jp/cards/001344/files/55416_txt_68435.zip	101
055417	安達ヶ原の鬼婆々異考	中山	太郎	旧字旧仮名	NDC 388	https://www.aozora.gr.jp/cards/001420/files/55417_txt_68212.zip	460
055427	海蛍の話	神田	左京	旧字旧仮名	NDC 485	https://www.aozora.gr.jp/cards/001731/files/55427_ruby_53288.zip	168
055428	光る生物	神田	左京	旧字旧仮名	NDC 468	https://www.aozora.gr.jp/cards/001731/files/55428_ruby_53287.zip	215
055432	汽車で逢つた女	室生	犀星	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001579/files/55432_ruby_67406.zip	657
055437	背負揚	徳田	秋声	新字旧仮名		https://www.aozora.gr.jp/cards/000023/files/55437_ruby_76492.zip	384
055441	ANY WHERE OUT OF THE WORLD	富永	太郎	新字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001732/files/55441_ruby_49277.zip	0
055442	或るまどんなに	富永	太郎	新字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001732/files/55442_ruby_49276.zip	0
055443	計画	富永	太郎	新字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001732/files/55443_ruby_49278.zip	0
055444	芸術家の告白祈祷	富永	太郎	新字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001732/files/55444_ruby_49275.zip	0
055445	午前一時に	富永	太郎	新字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001732/files/55445_ruby_49279.zip	0
055446	射的場と墓地	富永	太郎	新字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001732/files/55446_ruby_49280.zip	0
055447	人工天国	富永	太郎	新字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001732/files/55447_ruby_49274.zip	0
055448	道化とヸナス	富永	太郎	新字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001732/files/55448_ruby_49281.zip	0
055449	窓	富永	太郎	新字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001732/files/55449_ruby_49282.zip	0
055450	港	富永	太郎	新字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001732/files/55450_ruby_49283.zip	0
055451	酔へ！	富永	太郎	新字旧仮名	NDC 951	https://www.aozora.gr.jp/cards/001732/files/55451_ruby_49284.zip	0
055453	「ソーンダイク博士」序文	妹尾	アキ夫	新字新仮名	NDC 933 934	https://www.aozora.gr.jp/cards/001733/files/55453_ruby_75277.zip	472
055455	歌う白骨	妹尾	アキ夫	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/001733/files/55455_txt_51327.zip	253
055458	予謀殺人	妹尾	アキ夫	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/001733/files/55458_ruby_51523.zip	352
055460	オスカー・ブロズキー事件	妹尾	アキ夫	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/001733/files/55460_txt_51489.zip	315
055463	COLLOQUE MOQUEUR	富永	太郎	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000678/files/55463_ruby_53008.zip	0
055464	PANTOMIME	富永	太郎	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000678/files/55464_txt_53009.zip	0
055465	AU RIMBAUD	富永	太郎	その他	NDC 951	https://www.aozora.gr.jp/cards/000678/files/55465_txt_53012.zip	107
055466	秋の悲歎	富永	太郎	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000678/files/55466_ruby_51527.zip	0
055500	百鬼園讃	百田	宗治	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001623/files/55500_txt_60166.zip	357
055502	人生・文章習練の書	恩地	孝四郎	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001246/files/55502_txt_59420.zip	348
055507	基督信徒のなぐさめ	内村	鑑三	新字新仮名	NDC 198	https://www.aozora.gr.jp/cards/000034/files/55507_ruby_72607.zip	336
055509	俳句とはどんなものか	高浜	虚子	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001310/files/55509_ruby_53142.zip	125
055518	娘	今野	大力	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001471/files/55518_txt_56474.zip	327
055528	俺達の農民組合	今野	大力	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001471/files/55528_txt_55570.zip	273
055531	我が愛する詩人の伝記	室生	犀星	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001579/files/55531_ruby_75146.zip	583
055541	醜面女人	今野	大力	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001471/files/55541_ruby_55940.zip	269
055547	学校	今野	大力	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001471/files/55547_ruby_55575.zip	285
055550	少女受胎	今野	大力	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001471/files/55550_ruby_55948.zip	434
055561	写真（北満の土産）その一	今野	大力	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001471/files/55561_ruby_55943.zip	365
055562	泣きながら眠った子	今野	大力	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001471/files/55562_txt_56301.zip	238
055563	白光礼讃	今野	大力	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001471/files/55563_txt_56310.zip	348
055570	墓場が用意された！	今野	大力	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001471/files/55570_ruby_56311.zip	344
055573	もうおそい	今野	大力	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001471/files/55573_txt_56836.zip	196
055587	徒弟	今野	大力	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001471/files/55587_ruby_56297.zip	310
055592	東方の窓辺にて	今野	大力	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001471/files/55592_txt_56298.zip	201
055609	俳句への道	高浜	虚子	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001310/files/55609_ruby_53015.zip	58
055610	「白秋詩集」序	北原	白秋	新字旧仮名	NDC 911 914	https://www.aozora.gr.jp/cards/000106/files/55610_txt_61193.zip	258
055611	「白秋詩集」第一巻解題	北原	白秋	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000106/files/55611_txt_61316.zip	347
055613	神のない子	室生	犀星	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001579/files/55613_ruby_72791.zip	750
055622	夢	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/55622_txt_60186.zip	515
055635	戦争史大観	石原	莞爾	新字新仮名	NDC 391	https://www.aozora.gr.jp/cards/000230/files/55635_ruby_49036.zip	45
055650	早稲田神楽坂	加能	作次郎	新字新仮名	NDC 915	https://www.aozora.gr.jp/cards/000247/files/55650_ruby_51171.zip	2
055651	芝、麻布	小山内	薫	新字新仮名	NDC 915	https://www.aozora.gr.jp/cards/000479/files/55651_ruby_51169.zip	0
055652	四谷、赤坂	宮島	資夫	新字新仮名	NDC 915	https://www.aozora.gr.jp/cards/000929/files/55652_ruby_51175.zip	0
055663	花ごもり	樋口	一葉	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000064/files/55663_ruby_60092.zip	507
055664	五月雨	樋口	一葉	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000064/files/55664_ruby_70911.zip	370
055668	大つごもり	樋口	一葉	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000064/files/55668_ruby_72089.zip	746
055670	十三夜	樋口	一葉	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000064/files/55670_ruby_57509.zip	403
055671	たけくらべ	樋口	一葉	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000064/files/55671_ruby_64542.zip	672
055672	にごりえ	樋口	一葉	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000064/files/55672_ruby_58768.zip	891
055673	暗夜	樋口	一葉	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000064/files/55673_ruby_67954.zip	434
055674	ゆく雲	樋口	一葉	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000064/files/55674_ruby_66292.zip	513
055675	われから	樋口	一葉	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000064/files/55675_ruby_69532.zip	320
055682	銭形平次捕物控	野村	胡堂	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001670/files/55682_ruby_52740.zip	1761
055719	雷門以北	久保田	万太郎	新字新仮名	NDC 915	https://www.aozora.gr.jp/cards/001692/files/55719_ruby_52004.zip	0
055720	新古細句銀座通	岸田	劉生	新字新仮名	NDC 915	https://www.aozora.gr.jp/cards/000251/files/55720_ruby_51173.zip	0
055725	果物の木の在所	津村	信夫	新字旧仮名		https://www.aozora.gr.jp/cards/000278/files/55725_ruby_76828.zip	0
055726	故郷に帰りゆくこころ	嘉村	礒多	新字旧仮名		https://www.aozora.gr.jp/cards/000249/files/55726_ruby_76505.zip	391
055727	探検実記　地中の秘密	江見	水蔭	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000448/files/55727_ruby_73835.zip	358
055728	探検実記　地中の秘密	江見	水蔭	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000448/files/55728_ruby_73834.zip	397
055729	探検実記　地中の秘密	江見	水蔭	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000448/files/55729_ruby_74022.zip	326
055738	宮沢賢治の世界	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/55738_txt_57360.zip	751
055742	故郷七十年	柳田	国男	新字新仮名	NDC 289	https://www.aozora.gr.jp/cards/001566/files/55742_ruby_65191.zip	769
055743	三島由紀夫	神西	清	旧字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001157/files/55743_ruby_72438.zip	796
055748	吉田松陰より某へ	吉田	松陰	新字新仮名	NDC 289	https://www.aozora.gr.jp/cards/001741/files/55748_ruby_62786.zip	569
055749	留魂録	吉田	松陰	新字旧仮名	NDC 289	https://www.aozora.gr.jp/cards/001741/files/55749_ruby_62787.zip	597
055750	日本文化と科学的思想	石原	純	新字新仮名	NDC 404	https://www.aozora.gr.jp/cards/001429/files/55750_ruby_59451.zip	272
055751	色盲検査表の話	石原	忍	新字新仮名	NDC 496	https://www.aozora.gr.jp/cards/001742/files/55751_txt_51970.zip	244
055752	緑の種子	北原	白秋	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000106/files/55752_ruby_61570.zip	294
055755	浅草哀歌	北原	白秋	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000106/files/55755_ruby_60852.zip	450
055757	庭園の雨	北原	白秋	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000106/files/55757_ruby_60076.zip	324
055761	西の京の思ひ出	和辻	哲郎	新字旧仮名	NDC 121 702	https://www.aozora.gr.jp/cards/001395/files/55761_txt_70379.zip	408
055762	四十年前のエキスカージョン	和辻	哲郎	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001395/files/55762_txt_57789.zip	245
055763	大和ぶり	佐佐木	信綱	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001691/files/55763_ruby_71079.zip	393
055767	真実	北原	白秋	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000106/files/55767_ruby_62525.zip	264
055768	疲レ	北原	白秋	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000106/files/55768_ruby_62145.zip	345
055769	夏	北原	白秋	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000106/files/55769_ruby_61968.zip	595
055770	光ノミ	北原	白秋	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000106/files/55770_ruby_61970.zip	281
055771	マルクス主義は科学にあらず	山川	健次郎	新字新仮名	NDC 309	https://www.aozora.gr.jp/cards/001744/files/55771_ruby_75640.zip	601
055779	夏の夜の話	中原	中也	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000026/files/55779_ruby_65442.zip	802
055780	引越し	中原	中也	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000026/files/55780_txt_64910.zip	628
055782	古本屋	中原	中也	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000026/files/55782_ruby_64909.zip	842
055786	私の信条	小倉	金之助	新字新仮名		https://www.aozora.gr.jp/cards/001570/files/55786_txt_77618.zip	0
055787	とんぼの眼玉	北原	白秋	新字旧仮名	NDC K911	https://www.aozora.gr.jp/cards/000106/files/55787_ruby_74780.zip	691
055789	牧野富太郎自叙伝	牧野	富太郎	新字新仮名	NDC 289	https://www.aozora.gr.jp/cards/001266/files/55789_ruby_52745.zip	0
055790	私の信条	牧野	富太郎	新字新仮名		https://www.aozora.gr.jp/cards/001266/files/55790_txt_76864.zip	0
055793	討たせてやらぬ敵討	長谷川	伸	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001726/files/55793_ruby_57354.zip	342
055796	地震なまず	武者	金吉	新字新仮名	NDC 453	https://www.aozora.gr.jp/cards/001748/files/55796_ruby_69505.zip	386
055797	測量船	三好	達治	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001749/files/55797_ruby_55504.zip	1218
055798	測量船拾遺	三好	達治	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001749/files/55798_ruby_55569.zip	344
055802	ある温泉の由来	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55802_ruby_72435.zip	458
055809	髪の毛	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55809_ruby_72454.zip	545
055812	好人物	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55812_ruby_72772.zip	448
055814	四十不惑	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55814_ruby_72998.zip	536
055815	社長秘書	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55815_ruby_73171.zip	627
055817	首席と末席	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55817_ruby_73430.zip	579
055819	小問題大問題	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55819_ruby_73445.zip	508
055824	妻の秘密筥	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55824_ruby_72980.zip	559
055826	変人伝	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55826_ruby_73837.zip	647
055831	ロマンスと縁談	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55831_ruby_73850.zip	670
055832	或る別れ	北尾	亀男	新字新仮名	NDC 912	https://www.aozora.gr.jp/cards/001751/files/55832_ruby_56956.zip	0
055833	鳴雪句集	内藤	鳴雪	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000684/files/55833_txt_63814.zip	95
055835	奇術考案業	長谷川	伸	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001726/files/55835_ruby_53780.zip	231
055836	身の上や	長谷川	伸	新字新仮名	NDC 911 914	https://www.aozora.gr.jp/cards/001726/files/55836_txt_51990.zip	65
055837	幽霊を見る人を見る	長谷川	伸	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001726/files/55837_ruby_53781.zip	564
055838	椎の実	橋本	多佳子	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001752/files/55838_ruby_51968.zip	33
055839	麦刈	橋本	多佳子	新字旧仮名	NDC 911 914	https://www.aozora.gr.jp/cards/001752/files/55839_ruby_51999.zip	0
055861	一点鐘	三好	達治	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001749/files/55861_ruby_70682.zip	351
055863	閒花集	三好	達治	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001749/files/55863_ruby_65445.zip	346
055868	五階の窓	平林	初之輔	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000221/files/55868_ruby_67963.zip	429
055870	南窗集	三好	達治	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001749/files/55870_ruby_62749.zip	371
055891	ヴェニスに死す	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55891_ruby_56940.zip	1146
055897	初夏	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/55897_txt_68211.zip	739
055902	初恋	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/55902_txt_69291.zip	669
055910	（女）	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/55910_txt_62024.zip	659
055916	（酒）	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/55916_txt_70723.zip	642
055917	（題を附けるのが無理です）	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/55917_txt_67700.zip	666
055927	（最も純粋に意地悪い奴）	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/55927_txt_67383.zip	721
055934	夜汽車の食堂	中原	中也	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000026/files/55934_txt_55970.zip	851
055937	トニオ・クレエゲル	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55937_ruby_58862.zip	551
055947	横山	高浜	虚子	旧字旧仮名	NDC 915	https://www.aozora.gr.jp/cards/001310/files/55947_ruby_66940.zip	261
055948	丸之内点景	小津	安二郎	新字旧仮名	NDC 778 915	https://www.aozora.gr.jp/cards/001761/files/55948_ruby_51988.zip	334
055949	ここが楢山	小津	安二郎	新字新仮名	NDC 778	https://www.aozora.gr.jp/cards/001761/files/55949_txt_51966.zip	291
055950	車中も亦愉し	小津	安二郎	新字旧仮名	NDC 778 915	https://www.aozora.gr.jp/cards/001761/files/55950_ruby_51986.zip	317
055954	人魚	火野	葦平	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001488/files/55954_ruby_54957.zip	0
055955	茂吉の一面	宇野	浩二	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001533/files/55955_ruby_50810.zip	0
055956	読書と著書	矢内原	忠雄	新字新仮名	NDC 019	https://www.aozora.gr.jp/cards/001538/files/55956_ruby_50809.zip	0
055959	春水と三馬	桑木	厳翼	新字新仮名	NDC 022 913	https://www.aozora.gr.jp/cards/000542/files/55959_ruby_50811.zip	0
055961	魯迅さん	内山	完造	新字新仮名	NDC 920	https://www.aozora.gr.jp/cards/001762/files/55961_ruby_51159.zip	201
055962	ある幸福	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55962_ruby_56328.zip	545
055963	衣裳戸棚	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55963_ruby_56308.zip	337
055964	餓えた人々	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55964_ruby_56309.zip	362
055965	神の剣	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55965_ruby_56313.zip	268
055966	幻滅	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55966_ruby_53551.zip	179
055967	幸福への意志	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55967_ruby_56268.zip	388
055968	小フリイデマン氏	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55968_ruby_56269.zip	180
055969	神童	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55969_ruby_56314.zip	243
055970	鉄道事故	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55970_ruby_56319.zip	270
055971	道化者	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55971_ruby_56273.zip	359
055972	なぐり合い	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55972_ruby_56318.zip	173
055974	墓地へゆく道	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55974_ruby_53550.zip	178
055975	予言者の家で	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55975_ruby_56324.zip	166
055976	トビアス・ミンデルニッケル	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55976_ruby_56274.zip	165
055977	トリスタン	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55977_ruby_56278.zip	439
055983	利根川水源地の山々	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55983_ruby_53761.zip	254
