作品ID	作品名	姓	名	文字遣い種別	分類番号	テキストファイルURL
055806	恩師	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55806_ruby_57031.zip
055807	女婿	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55807_ruby_56965.zip
055808	閣下	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55808_ruby_57023.zip
055809	髪の毛	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55809_ruby_72454.zip
055810	冠婚葬祭博士	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55810_ruby_72606.zip
055811	首切り問答	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55811_ruby_72635.zip
055812	好人物	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55812_ruby_72772.zip
055813	心のアンテナ	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55813_ruby_72799.zip
055814	四十不惑	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55814_ruby_72998.zip
055815	社長秘書	佐々木	邦	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001750/files/55815_ruby_73171.zip
055832	或る別れ	北尾	亀男	新字新仮名	NDC 912	https://www.aozora.gr.jp/cards/001751/files/55832_ruby_56956.zip
055833	鳴雪句集	内藤	鳴雪	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000684/files/55833_txt_63814.zip
055835	奇術考案業	長谷川	伸	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001726/files/55835_ruby_53780.zip
055836	身の上や	長谷川	伸	新字新仮名	NDC 911 914	https://www.aozora.gr.jp/cards/001726/files/55836_txt_51990.zip
055837	幽霊を見る人を見る	長谷川	伸	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001726/files/55837_ruby_53781.zip
055838	椎の実	橋本	多佳子	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001752/files/55838_ruby_51968.zip
055839	麦刈	橋本	多佳子	新字旧仮名	NDC 911 914	https://www.aozora.gr.jp/cards/001752/files/55839_ruby_51999.zip
055844	本所松坂町	尾崎	士郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001753/files/55844_ruby_63813.zip
055861	一点鐘	三好	達治	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001749/files/55861_ruby_70682.zip
055862	暮春嘆息	三好	達治	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001749/files/55862_txt_67410.zip
055863	閒花集	三好	達治	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001749/files/55863_ruby_65445.zip
055865	艸千里	三好	達治	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001749/files/55865_ruby_68724.zip
055867	山果集	三好	達治	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001749/files/55867_ruby_64289.zip
055891	ヴェニスに死す	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55891_ruby_56940.zip
055937	トニオ・クレエゲル	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55937_ruby_58862.zip
055948	丸之内点景	小津	安二郎	新字旧仮名	NDC 778 915	https://www.aozora.gr.jp/cards/001761/files/55948_ruby_51988.zip
055949	ここが楢山	小津	安二郎	新字新仮名	NDC 778	https://www.aozora.gr.jp/cards/001761/files/55949_txt_51966.zip
055950	車中も亦愉し	小津	安二郎	新字旧仮名	NDC 778 915	https://www.aozora.gr.jp/cards/001761/files/55950_ruby_51986.zip
055954	人魚	火野	葦平	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001488/files/55954_ruby_54957.zip
055955	茂吉の一面	宇野	浩二	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/001533/files/55955_ruby_50810.zip
055956	読書と著書	矢内原	忠雄	新字新仮名	NDC 019	https://www.aozora.gr.jp/cards/001538/files/55956_ruby_50809.zip
055959	春水と三馬	桑木	厳翼	新字新仮名	NDC 022 913	https://www.aozora.gr.jp/cards/000542/files/55959_ruby_50811.zip
055961	魯迅さん	内山	完造	新字新仮名	NDC 920	https://www.aozora.gr.jp/cards/001762/files/55961_ruby_51159.zip
055962	ある幸福	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55962_ruby_56328.zip
055963	衣裳戸棚	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55963_ruby_56308.zip
055964	餓えた人々	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55964_ruby_56309.zip
055965	神の剣	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55965_ruby_56313.zip
055966	幻滅	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55966_ruby_53551.zip
055967	幸福への意志	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55967_ruby_56268.zip
055968	小フリイデマン氏	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55968_ruby_56269.zip
055969	神童	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55969_ruby_56314.zip
055970	鉄道事故	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55970_ruby_56319.zip
055971	道化者	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55971_ruby_56273.zip
055972	なぐり合い	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55972_ruby_56318.zip
055973	悩みのひととき	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55973_ruby_56323.zip
055974	墓地へゆく道	実吉	捷郎	新字新仮名	NDC 943	https://www.aozora.gr.jp/cards/001758/files/55974_ruby_53550.zip
055979	笛吹川の上流（東沢と西沢）	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55979_ruby_50386.zip
055980	奥秩父の山旅日記	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55980_ruby_50555.zip
055981	釜沢行	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55981_ruby_50387.zip
055982	秩父の奥山	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55982_ruby_53308.zip
055983	利根川水源地の山々	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55983_ruby_53761.zip
055985	オカアサン	佐藤	春夫	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001763/files/55985_ruby_55494.zip
055988	忠僕	池谷	信三郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000398/files/55988_ruby_55574.zip
055990	日本その日その日	石川	欣一	新字新仮名	NDC 291	https://www.aozora.gr.jp/cards/001764/files/55990_ruby_60177.zip
055991	秋の鬼怒沼 	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55991_ruby_51321.zip
055992	美ヶ原	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55992_ruby_53548.zip
055993	木曽駒と甲斐駒	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55993_ruby_53291.zip
055994	黒部川奥の山旅	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55994_ruby_51329.zip
055995	黒部川を遡る 	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55995_ruby_51529.zip
055996	針木峠の林道 	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55996_ruby_51563.zip
055997	春の大方山	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55997_ruby_52886.zip
055998	三国山と苗場山	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55998_ruby_53547.zip
055999	八ヶ峰の断裂 	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/55999_ruby_51752.zip
056000	浅草の喰べもの	久保田	万太郎	新字旧仮名	NDC 915	https://www.aozora.gr.jp/cards/001692/files/56000_txt_52005.zip
056001	一葉の日記	久保田	万太郎	新字旧仮名	NDC 910	https://www.aozora.gr.jp/cards/001692/files/56001_ruby_52011.zip
056002	角力	久保田	万太郎	新字旧仮名	NDC 788 914	https://www.aozora.gr.jp/cards/001692/files/56002_ruby_56260.zip
056003	萩	久保田	万太郎	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001692/files/56003_ruby_56443.zip
056004	文字に対する敏感	久保田	万太郎	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001692/files/56004_txt_52012.zip
056014	木曽道中記	饗庭	篁村	旧字旧仮名	NDC 915	https://www.aozora.gr.jp/cards/000374/files/56014_ruby_68219.zip
056025	うもれ木	田辺	竜子	旧字旧仮名	NDC 913 914	https://www.aozora.gr.jp/cards/001765/files/56025_ruby_68445.zip
056027	第三者	サキ		新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/001767/files/56027_txt_58027.zip
056030	にはかへんろ記	久保田	万太郎	新字旧仮名	NDC 915	https://www.aozora.gr.jp/cards/001692/files/56030_ruby_56290.zip
056031	「ザイルの三人」訳者あとがき	妹尾	アキ夫	新字新仮名	NDC 933 934	https://www.aozora.gr.jp/cards/001568/files/56031_txt_60839.zip
056033	クリスマス・イーヴ	アーヴィング	ワシントン	旧字旧仮名	NDC 933	https://www.aozora.gr.jp/cards/001257/files/56033_ruby_50649.zip
056034	マカーガー峡谷の秘密	妹尾	アキ夫	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/001066/files/56034_txt_58714.zip
056078	駅伝馬車	アーヴィング	ワシントン	旧字旧仮名	NDC 933	https://www.aozora.gr.jp/cards/001257/files/56078_ruby_51155.zip
056081	一本刀土俵入　二幕五場	長谷川	伸	新字新仮名	NDC 912	https://www.aozora.gr.jp/cards/001726/files/56081_ruby_64032.zip
056083	沓掛時次郎　三幕十場	長谷川	伸	新字新仮名	NDC 912	https://www.aozora.gr.jp/cards/001726/files/56083_ruby_68209.zip
056085	中山七里　二幕五場	長谷川	伸	新字新仮名	NDC 912	https://www.aozora.gr.jp/cards/001726/files/56085_ruby_70403.zip
056089	瞼の母	長谷川	伸	新字新仮名	NDC 912	https://www.aozora.gr.jp/cards/001726/files/56089_ruby_54150.zip
056149	誰？	田中	早苗	新字新仮名	NDC 953	https://www.aozora.gr.jp/cards/000326/files/56149_ruby_67985.zip
056170	蕗の下の神様	宇野	浩二	新字新仮名		https://www.aozora.gr.jp/cards/001533/files/56170_ruby_77518.zip
056171	希臘十字	高祖	保	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001774/files/56171_ruby_53103.zip
056172	独楽	高祖	保	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001774/files/56172_ruby_53532.zip
056173	雪	高祖	保	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001774/files/56173_ruby_53533.zip
056176	秋場所から	平野	零児	新字新仮名		https://www.aozora.gr.jp/cards/001714/files/56176_txt_77452.zip
056178	寡作流行作家	平野	零児	新字新仮名		https://www.aozora.gr.jp/cards/001714/files/56178_txt_77430.zip
056180	芸術は短く貧乏は長し	平野	零児	新字新仮名		https://www.aozora.gr.jp/cards/001714/files/56180_txt_77746.zip
056184	丹波篠山	平野	零児	新字新仮名		https://www.aozora.gr.jp/cards/001714/files/56184_txt_76042.zip
056190	百まで踊る下中翁	平野	零児	新字新仮名		https://www.aozora.gr.jp/cards/001714/files/56190_txt_77970.zip
056192	無情な今年の二月	平野	零児	新字新仮名		https://www.aozora.gr.jp/cards/001714/files/56192_txt_77520.zip
056195	雪解けにすべった丁玲女史	平野	零児	新字新仮名		https://www.aozora.gr.jp/cards/001714/files/56195_txt_77611.zip
056196	吉川さんの声と眼	平野	零児	新字新仮名		https://www.aozora.gr.jp/cards/001714/files/56196_txt_76198.zip
056224	花と龍	火野	葦平	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001488/files/56224_ruby_63512.zip
056238	私の歩んだ道	蜷川	新	新字新仮名	NDC 289	https://www.aozora.gr.jp/cards/001776/files/56238_ruby_54724.zip
056239	天皇	蜷川	新	新字新仮名	NDC 313	https://www.aozora.gr.jp/cards/001776/files/56239_ruby_56945.zip
056252	けすとえくえろ	妹尾	アキ夫	新字新仮名		https://www.aozora.gr.jp/cards/001568/files/56252_ruby_77796.zip
056258	雨の玉川心中	山崎	富栄	新字新仮名	NDC 289 915	https://www.aozora.gr.jp/cards/001777/files/56258_ruby_61556.zip
056261	越中劒岳	木暮	理太郎	新字新仮名	NDC 291 786	https://www.aozora.gr.jp/cards/001373/files/56261_ruby_53760.zip
056331	動物物語　狼の王ロボ	シートン	アーネスト・トンプソン	新字新仮名	NDC K933	https://www.aozora.gr.jp/cards/001925/files/56331_ruby_62075.zip
056464	「引札」のはなし	久保田	万太郎	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001692/files/56464_txt_52018.zip
056465	井上正夫におくる手紙	久保田	万太郎	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001692/files/56465_ruby_56444.zip
056466	可哀想な彼女	久保田	万太郎	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001692/files/56466_ruby_52019.zip
056467	還暦反逆	久保田	万太郎	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001692/files/56467_txt_52725.zip
056468	七代目坂東三津五郎	久保田	万太郎	新字旧仮名	NDC 774	https://www.aozora.gr.jp/cards/001692/files/56468_ruby_56264.zip
056469	夜店ばなし	久保田	万太郎	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001692/files/56469_txt_52726.zip
056508	『グリム童話集』序	金田	鬼一	新字新仮名	NDC K943 K944	https://www.aozora.gr.jp/cards/001781/files/56508_ruby_66257.zip
056513	乗合自動車	川田	功	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001306/files/56513_ruby_64883.zip
056514	青バスの女	辰野	九紫	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001782/files/56514_ruby_65168.zip
056515	しめしあわせ	佐々木	直次郎	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/000094/files/56515_ruby_69926.zip
056517	ペスト王	佐々木	直次郎	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/000094/files/56517_ruby_74169.zip
056521	解説　趣味を通じての先生	額田	六福	新字新仮名	NDC 910	https://www.aozora.gr.jp/cards/001490/files/56521_ruby_69256.zip
056522	改めて民藝について	柳	宗悦	新字新仮名	NDC 750	https://www.aozora.gr.jp/cards/001520/files/56522_ruby_53006.zip
056528	札幌の印象	岩野	泡鳴	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000137/files/56528_ruby_67965.zip
056531	坊つちやん「遺蹟めぐり」	岡本	一平	新字旧仮名		https://www.aozora.gr.jp/cards/000239/files/56531_ruby_77748.zip
056564	秘められたる挿話	松本	泰	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000308/files/56564_ruby_64313.zip
056565	忘春詩集	佐藤	春夫	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001763/files/56565_ruby_58084.zip
056566	仙台の夏	石川	善助	新字旧仮名	NDC 915	https://www.aozora.gr.jp/cards/001787/files/56566_ruby_75641.zip
056567	日本推理小説の曲り角	十返	肇	新字新仮名	NDC 910	https://www.aozora.gr.jp/cards/001788/files/56567_txt_60868.zip
056573	流儀の定め	観世	左近　二十四世	旧字旧仮名	NDC 773	https://www.aozora.gr.jp/cards/000938/files/56573_txt_70414.zip
056574	三両清兵衛と名馬朝月	安藤	盛	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001791/files/56574_ruby_73434.zip
056600	物貰ひの話	三田村	鳶魚	旧字旧仮名	NDC 210	https://www.aozora.gr.jp/cards/001133/files/56600_ruby_55283.zip
056601	カン	長谷川	伸	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001726/files/56601_ruby_51964.zip
056602	母	長谷川	伸	新字新仮名	NDC 911 914	https://www.aozora.gr.jp/cards/001726/files/56602_txt_51992.zip
056605	女順禮	三田村	鳶魚	旧字旧仮名	NDC 210	https://www.aozora.gr.jp/cards/001133/files/56605_ruby_55274.zip
056614	新憲法に関する演説草稿	幣原	喜重郎	新字新仮名	NDC 323	https://www.aozora.gr.jp/cards/001794/files/56614_ruby_57436.zip
056627	芸術統制是非	辰野	隆	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001796/files/56627_txt_57994.zip
056628	私が張作霖を殺した	河本	大作	新字新仮名	NDC 210	https://www.aozora.gr.jp/cards/001797/files/56628_ruby_57513.zip
056634	幻化	梅崎	春生	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001798/files/56634_ruby_58202.zip
056635	桜島	梅崎	春生	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001798/files/56635_ruby_58170.zip
056636	日の果て	梅崎	春生	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001798/files/56636_ruby_58229.zip
056637	風宴	梅崎	春生	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001798/files/56637_ruby_58239.zip
056638	銀の匙	中	勘助	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/001799/files/56638_ruby_61292.zip
056641	刺青	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56641_ruby_59456.zip
056642	陰翳礼讃	谷崎	潤一郎	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001383/files/56642_ruby_59574.zip
056643	少年	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56643_ruby_58889.zip
056644	幇間	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56644_ruby_58888.zip
056645	押絵と旅する男	江戸川	乱歩	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001779/files/56645_ruby_58194.zip
056646	心理試験	江戸川	乱歩	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001779/files/56646_ruby_58227.zip
056647	二銭銅貨	江戸川	乱歩	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001779/files/56647_ruby_58166.zip
056648	人間椅子	江戸川	乱歩	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001779/files/56648_ruby_58198.zip
056649	屋根裏の散歩者	江戸川	乱歩	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001779/files/56649_ruby_59454.zip
056650	Ｄ坂の殺人事件	江戸川	乱歩	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001779/files/56650_ruby_58200.zip
056651	パノラマ島綺譚	江戸川	乱歩	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001779/files/56651_ruby_58728.zip
056654	身体検査	ソログープ	フョードル	新字新仮名	NDC K983	https://www.aozora.gr.jp/cards/001199/files/56654_ruby_58180.zip
056655	箱の中のあなた	山川	方夫	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001801/files/56655_ruby_66935.zip
056656	罪と罰	ドストエフスキー	フィヨードル・ミハイロヴィチ	新字新仮名	NDC 983	https://www.aozora.gr.jp/cards/000363/files/56656_ruby_74439.zip
056658	吸血鬼	江戸川	乱歩	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001779/files/56658_ruby_62777.zip
056659	魔術師	江戸川	乱歩	新字新仮名		https://www.aozora.gr.jp/cards/001779/files/56659_ruby_75882.zip
056660	上野界隈	久保田	万太郎	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001692/files/56660_ruby_54496.zip
056669	少年探偵団	江戸川	乱歩	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001779/files/56669_ruby_58718.zip
056670	妖怪博士	江戸川	乱歩	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001779/files/56670_ruby_59514.zip
056671	青銅の魔人	江戸川	乱歩	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001779/files/56671_ruby_59594.zip
056672	虎の牙	江戸川	乱歩	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001779/files/56672_ruby_61189.zip
056673	怪奇四十面相	江戸川	乱歩	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001779/files/56673_ruby_58784.zip
056674	宇宙怪人	江戸川	乱歩	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/001779/files/56674_ruby_61552.zip
056693	恐怖	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56693_ruby_58787.zip
056695	牧野富太郎自叙伝	牧野	富太郎	新字新仮名	NDC 289 470	https://www.aozora.gr.jp/cards/001266/files/56695_ruby_52792.zip
056698	細雪	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56698_ruby_59448.zip
056763	雨の日	辰野	隆	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001796/files/56763_ruby_55612.zip
056764	水墨	小杉	放庵	新字新仮名	NDC 722	https://www.aozora.gr.jp/cards/001803/files/56764_ruby_55502.zip
056765	啄木とデカルト命題	三枝	博音	新字新仮名	NDC 121	https://www.aozora.gr.jp/cards/001804/files/56765_ruby_54477.zip
056766	符牒の語源	三遊亭	金馬	新字新仮名	NDC 779	https://www.aozora.gr.jp/cards/001805/files/56766_ruby_55508.zip
056771	瘋癲老人日記	谷崎	潤一郎	新字新仮名	NDC 915	https://www.aozora.gr.jp/cards/001383/files/56771_ruby_60190.zip
056772	Ｓの背中	梅崎	春生	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001798/files/56772_ruby_58723.zip
056773	黄色い日日	梅崎	春生	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001798/files/56773_ruby_58724.zip
056774	記憶	梅崎	春生	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001798/files/56774_ruby_58806.zip
056775	狂い凧	梅崎	春生	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001798/files/56775_ruby_58197.zip
056776	蜆	梅崎	春生	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001798/files/56776_ruby_58887.zip
056777	庭の眺め	梅崎	春生	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001798/files/56777_ruby_58886.zip
056778	凡人凡語	梅崎	春生	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001798/files/56778_ruby_58805.zip
056779	ボロ家の春秋	梅崎	春生	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001798/files/56779_ruby_58199.zip
056791	土俵の夢	尾崎	士郎	新字新仮名	NDC 788 914	https://www.aozora.gr.jp/cards/001753/files/56791_txt_55506.zip
056792	女性史研究の立場から	高群	逸枝	新字新仮名	NDC 367	https://www.aozora.gr.jp/cards/001780/files/56792_txt_55500.zip
056793	犬	三遊亭	金馬	新字新仮名	NDC 779	https://www.aozora.gr.jp/cards/001805/files/56793_ruby_55604.zip
056794	昔の言葉と悪口	三遊亭	金馬	新字新仮名	NDC 779	https://www.aozora.gr.jp/cards/001805/files/56794_ruby_55599.zip
056795	私の飼った犬	斉藤	弘吉	新字新仮名	NDC 645	https://www.aozora.gr.jp/cards/001806/files/56795_ruby_55510.zip
056824	噺家の着物	三遊亭	金馬	新字新仮名	NDC 779	https://www.aozora.gr.jp/cards/001805/files/56824_ruby_55589.zip
056827	銷夏漫筆	辰野	隆	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001796/files/56827_ruby_55613.zip
056829	旧友の死	辰野	隆	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001796/files/56829_ruby_55603.zip
056830	書狼書豚	辰野	隆	新字旧仮名	NDC 024	https://www.aozora.gr.jp/cards/001796/files/56830_ruby_55584.zip
056844	世界記録と私	人見	絹枝	新字新仮名	NDC 782	https://www.aozora.gr.jp/cards/001809/files/56844_ruby_65417.zip
056846	鍵	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56846_ruby_58857.zip
056847	少将滋幹の母	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56847_ruby_58228.zip
056848	島守	中	勘助	新字新仮名	NDC 915	https://www.aozora.gr.jp/cards/001799/files/56848_ruby_58174.zip
056849	途上	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56849_ruby_60099.zip
056859	愛書癖	辰野	隆	新字新仮名	NDC 024	https://www.aozora.gr.jp/cards/001796/files/56859_ruby_55492.zip
056860	感傷主義	辰野	隆	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001796/files/56860_ruby_55585.zip
056861	記憶ちがい	辰野	隆	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001796/files/56861_txt_55594.zip
056862	汝自身を知れ	辰野	隆	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001796/files/56862_ruby_55663.zip
056863	浜尾新先生	辰野	隆	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/001796/files/56863_ruby_55602.zip
056864	二人のセルヴィヤ人	辰野	隆	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001796/files/56864_ruby_55607.zip
056865	パリの散策	辰野	隆	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001796/files/56865_ruby_55608.zip
056866	春琴抄	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56866_ruby_58168.zip
056867	吉野葛	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56867_ruby_58196.zip
056868	盲目物語	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56868_ruby_58707.zip
056869	武州公秘話	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56869_ruby_60005.zip
056872	我が一九二二年	佐藤	春夫	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/001763/files/56872_ruby_58774.zip
056873	卍	谷崎	潤一郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001383/files/56873_ruby_62034.zip
056879	種紙の青む頃	前田	夕暮	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000928/files/56879_ruby_54739.zip
056886	我が一九二二年	生田	長江	新字旧仮名	NDC 911 914	https://www.aozora.gr.jp/cards/000393/files/56886_ruby_58716.zip
056891	小桜姫物語	浅野	正恭	新字新仮名	NDC 147	https://www.aozora.gr.jp/cards/001816/files/56891_txt_53714.zip
056892	小桜姫物語	土井	晩翠	新字新仮名	NDC 147	https://www.aozora.gr.jp/cards/001081/files/56892_txt_53716.zip
056895	春の遠山入り	松濤	明	新字新仮名	NDC 786	https://www.aozora.gr.jp/cards/000307/files/56895_ruby_55954.zip
056896	槍ガ岳	松濤	明	新字新仮名	NDC 786	https://www.aozora.gr.jp/cards/000307/files/56896_ruby_55955.zip
056908	ヨブ記講演	内村	鑑三	新字新仮名	NDC 193	https://www.aozora.gr.jp/cards/000034/files/56908_ruby_64050.zip
056953	自然の復讐	丘	浅次郎	新字旧仮名	NDC 460	https://www.aozora.gr.jp/cards/001474/files/56953_txt_69522.zip
